mechanism,varied_parameter,varied_value,feasible,USC,UTSP,UDP,delivery_time,time_ratio,quality_q,risk_cost,pS,avg_pT,avg_psr,pT,z,baseline_rule,decay_type,delivery_time_type,solver,risk_cap
SRC,lambda,0.48000000000000004,True,558.1989452632573,11.3918152156103,5.403438426848034,0.9371568508236641,0.9371568508236641,6.284314917633593,27.017192134240176,5.970113489889934,0.0003887366374620754,0.5045606206676656,1.8859091e-05;0;4.7487214e-05;0.00016081877;6.9704288e-05;0.001397506;0.0010046975;0.00060890523;0;0.0003697473;0.00059837764,3408.0667;0;8;2;2675.2833;12891.083;15192.333;2;0;278.25;160.3,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00018123828681539147
BGM,lambda,0.48000000000000004,True,419.50402741695683,8.561306685425627,5.044516616887183,0.9648127793503763,0.9648127793503763,3.518722064962365,25.22258308443597,9.36838415705809,0.0003454696395102364,0.4967382744502666,1.9572357e-05;0;3.2917273e-06;0.00016081877;0.00014069599;0.0010069415;0.00080990724;0.00060890523;0;0.00031793514;0.00073209804,3478.8122;0;2;2;3821.8333;9288.3806;13441.066;2;0;239.25923;180.10877,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00018123828681539147
APM,lambda,0.48000000000000004,True,597.6137735545765,12.196199467519708,6.871130341742429,0.9262731373542774,0.9262731373542774,7.372686264572259,27.494751115256236,5.4089726325052405,0.0004081162431199188,0.4930929616963283,2.4975199e-05;0;6.1595452e-05;0;0;0.0016636976;0.0013195104;0.00063427628;0;0;0.00078522381,3894.9333;0;9;0;76.436667;14732.667;17362.667;2;0;7.95;183.2,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,0.00018123828681539147
Proposed,lambda,0.49,True,647.5346067530771,54.43365670414374,46.6632085775584,0.8834187691928082,0.8834187691928082,11.658123080719186,27.501451297545408,9.774741389777551,0.0007208239036527856,0.5212324451359066,0.0010419643;0;0.00042353844;0;0;0.0046738447;0;0.0015539769;0;0.00023573855;0,21199.142;0;6;0;0;25339.99;0;2;0;104.26947;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,lambda,0.49,True,536.5535830280268,10.95007312863973,5.112284845824156,0.9426416853407973,0.9426416853407973,5.735831465920271,25.561424229120814,6.220335133726128,0.00037507731105823215,0.5022559295093928,1.7542937e-05;0;4.8476531e-05;0.00016416916;6.430176e-05;0.0013552896;0.00093742221;0.00062159076;0;0.00035857785;0.00055847958,3237.6633;0;8;2;2541.5192;12246.529;14432.717;2;0;264.3375;152.285,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00017209046085048753
BGM,lambda,0.49,True,419.0096647885019,8.551217652191848,5.149610713072342,0.9648127793503763,0.9648127793503763,3.518722064962365,25.74805356536172,9.508879092244236,0.0003526669236666995,0.4967382744502666,1.9980114e-05;0;3.360305e-06;0.00016416916;0.00014362715;0.0010279195;0.00082678031;0.00062159076;0;0.00032455879;0.00074735008,3478.8122;0;2;2;3821.8333;9288.3806;13441.066;2;0;239.25923;180.10877,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00017209046085048753
APM,lambda,0.49,True,578.6824713265162,11.809846360268683,6.43679368915987,0.9319480696425062,0.9319480696425062,6.8051930357493795,25.75659944504782,5.547868263148743,0.00039215357143305865,0.4911593739518654,2.3257492e-05;0;6.287869e-05;0;0;0.00161344;0.0012327758;0.00064749037;0;0;0.00073384686,3700.1867;0;9;0;72.614833;13996.033;16494.533;2;0;7.5525;174.04,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,0.00017209046085048753
Proposed,lambda,0.5,True,645.2089916876848,55.54842017973855,47.61551895669223,0.8834187691928082,0.8834187691928082,11.658123080719186,28.06270540565858,9.974225907936278,0.000735534595564067,0.5212324451359066,0.0010632289;0;0.00043218208;0;0;0.0047692293;0;0.0015856907;0;0.00024054954;0,21199.142;0;6;0;0;25339.99;0;2;0;104.26947;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,lambda,0.5,True,536.0628036828276,10.940057223635655,5.2166171896164855,0.9426416853407973,0.9426416853407973,5.735831465920271,26.083085948082463,6.305898900394501,0.0003827319500594206,0.5022559295093928,1.7900956e-05;0;4.9465847e-05;0.00016751955;6.5614041e-05;0.0013829486;0.00095655328;0.00063427628;0;0.00036589576;0.00056987712,3237.6633;0;8;2;2541.5192;12246.529;14432.717;2;0;264.3375;152.285,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00017209046085048753
BGM,lambda,0.5,True,418.515302160047,8.541128618958073,5.25470480925749,0.9648127793503763,0.9648127793503763,3.518722064962365,26.27352404628747,9.64937402743038,0.00035986420782316286,0.4967382744502666,2.0387871e-05;0;3.4288826e-06;0.00016751955;0.00014655832;0.0010488974;0.00084365337;0.00063427628;0;0.00033118244;0.00076260212,3478.8122;0;2;2;3821.8333;9288.3806;13441.066;2;0;239.25923;180.10877,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00017209046085048753
APM,lambda,0.5,True,578.1673770363689,11.799334231898332,6.568156825673334,0.9319480696425062,0.9319480696425062,6.8051930357493795,26.282244331681447,5.623559619358833,0.00040015670554393733,0.4911593739518654,2.3732134e-05;0;6.4161929e-05;0;0;0.0016463674;0.0012579345;0.00066070446;0;0;0.00074882333,3700.1867;0;9;0;72.614833;13996.033;16494.533;2;0;7.5525;174.04,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,0.00017209046085048753
Proposed,lambda,0.51,True,642.8833766222596,56.66318365546485,48.56782933586232,0.8834187691927446,0.8834187691927446,11.658123080725534,28.623959513800095,10.173710426105178,0.0007502452874756541,0.5212324451359519,0.0010844935;0;0.00044082572;0;0;0.0048646139;0;0.0016174045;0;0.00024536053;0,21199.142;0;6;0;0;25339.99;0;2;0;104.26947;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,lambda,0.51,True,535.5720243376285,10.930041318631599,5.320949533408818,0.9426416853407973,0.9426416853407973,5.735831465920271,26.604747667044112,6.391462667062877,0.0003903865890606089,0.5022559295093928,1.8258975e-05;0;5.0455164e-05;0.00017086994;6.6926321e-05;0.0014106076;0.00097568434;0.00064696181;0;0.00037321368;0.00058127467,3237.6633;0;8;2;2541.5192;12246.529;14432.717;2;0;264.3375;152.285,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00017209046085065797
BGM,lambda,0.51,True,418.02093953159203,8.531039585724304,5.359798905442638,0.9648127793503763,0.9648127793503763,3.518722064962365,26.798994527213218,9.789868962616525,0.0003670614919796261,0.4967382744502666,2.0795629e-05;0;3.4974603e-06;0.00017086994;0.00014948949;0.0010698754;0.00086052644;0.00064696181;0;0.00033780609;0.00077785417,3478.8122;0;2;2;3821.8333;9288.3806;13441.066;2;0;239.25923;180.10877,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00017209046085065797
APM,lambda,0.51,True,577.6522827462215,11.788822103527977,6.699519962186795,0.9319480696425062,0.9319480696425062,6.8051930357493795,26.80788921831508,5.699250975568921,0.00040815983965481617,0.4911593739518654,2.4206777e-05;0;6.5445167e-05;0;0;0.0016792947;0.0012830932;0.00067391855;0;0;0.0007637998,3700.1867;0;9;0;72.614833;13996.033;16494.533;2;0;7.5525;174.04,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,0.00017209046085065797
Proposed,lambda,0.52,True,640.5577615568636,57.777947131062206,49.52013971499687,0.8834187691927446,0.8834187691927446,11.658123080725534,29.18521362191382,10.373194944264103,0.0007649559793869414,0.5212324451359519,0.0011057581;0;0.00044946936;0;0;0.0049599985;0;0.0016491183;0;0.00025017152;0,21199.142;0;6;0;0;25339.99;0;2;0;104.26947;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,lambda,0.52,True,535.0812449924293,10.920025413627538,5.425281877201147,0.9426416853407973,0.9426416853407973,5.735831465920271,27.126409386005765,6.477026433731251,0.0003980412280617974,0.5022559295093928,1.8616994e-05;0;5.1444481e-05;0.00017422033;6.8238602e-05;0.0014382666;0.00099481541;0.00065964733;0;0.00038053159;0.00059267221,3237.6633;0;8;2;2541.5192;12246.529;14432.717;2;0;264.3375;152.285,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00017209046085065792
BGM,lambda,0.52,True,417.5265769031371,8.520950552490525,5.464893001627779,0.9648127793503763,0.9648127793503763,3.518722064962365,27.324465008138972,9.93036389780267,0.00037425877613608935,0.4967382744502666,2.1203386e-05;0;3.5660379e-06;0.00017422033;0.00015242065;0.0010908533;0.00087739951;0.00065964733;0;0.00034442974;0.00079310621,3478.8122;0;2;2;3821.8333;9288.3806;13441.066;2;0;239.25923;180.10877,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00017209046085065792
APM,lambda,0.52,True,577.1371884560742,11.778309975157622,6.830883098700266,0.9319480696425062,0.9319480696425062,6.8051930357493795,27.333534104948708,5.77494233177901,0.00041616297376569495,0.4911593739518654,2.468142e-05;0;6.6728406e-05;0;0;0.0017122221;0.0013082519;0.00068713264;0;0;0.00077877626,3700.1867;0;9;0;72.614833;13996.033;16494.533;2;0;7.5525;174.04,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,0.00017209046085065792
Proposed,lambda,0.53,True,638.2321464914676,58.89271060665958,50.47245009413143,0.8834187691927446,0.8834187691927446,11.658123080725534,29.74646773002756,10.57267946242303,0.0007796666712982288,0.5212324451359519,0.0011270226;0;0.000458113;0;0;0.0050553831;0;0.0016808321;0;0.00025498251;0,21199.142;0;6;0;0;25339.99;0;2;0;104.26947;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,lambda,0.53,True,534.5904656472302,10.910009508623475,5.5296142209934835,0.9426416853407973,0.9426416853407973,5.735831465920271,27.64807110496741,6.562590200399625,0.0004056958670629858,0.5022559295093928,1.8975013e-05;0;5.2433798e-05;0.00017757072;6.9550883e-05;0.0014659255;0.0010139465;0.00067233286;0;0.00038784951;0.00060406975,3237.6633;0;8;2;2541.5192;12246.529;14432.717;2;0;264.3375;152.285,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.000172090460850658
BGM,lambda,0.53,True,417.03221427468213,8.510861519256753,5.569987097812934,0.9648127793503763,0.9648127793503763,3.518722064962365,27.84993548906472,10.070858832988815,0.00038145606029255265,0.4967382744502666,2.1611144e-05;0;3.6346156e-06;0.00017757072;0.00015535182;0.0011118313;0.00089427258;0.00067233286;0;0.00035105339;0.00080835825,3478.8122;0;2;2;3821.8333;9288.3806;13441.066;2;0;239.25923;180.10877,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.000172090460850658
APM,lambda,0.53,True,576.6220941659268,11.767797846787268,6.962246235213744,0.9319480696425062,0.9319480696425062,6.8051930357493795,27.859178991582336,5.8506336879891006,0.00042416610787657363,0.4911593739518654,2.5156063e-05;0;6.8011645e-05;0;0;0.0017451494;0.0013334106;0.00070034673;0;0;0.00079375273,3700.1867;0;9;0;72.614833;13996.033;16494.533;2;0;7.5525;174.04,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,0.000172090460850658
Proposed,lambda,0.54,True,635.939449337793,53.198941912086816,48.39284367558326,0.887748817388792,0.887748817388792,11.225118261120803,28.756741146613926,10.25453457969638,0.0007709171095856036,0.5182880446106226,0.0011066851;0;0.0003818918;0;0;0.0050254905;0;0.001712546;0;0.0002534748;0,20431.103;0;5;0;0;24723.67;0;2;0;101.73343;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,lambda,0.54,True,534.0996863020312,10.899993603619404,5.633946564785809,0.9426416853407973,0.9426416853407973,5.735831465920271,28.16973282392906,6.648153967067998,0.0004133505060641743,0.5022559295093928,1.9333032e-05;0;5.3423115e-05;0.00018092111;7.0863164e-05;0.0014935845;0.0010330775;0.00068501838;0;0.00039516742;0.00061546729,3237.6633;0;8;2;2541.5192;12246.529;14432.717;2;0;264.3375;152.285,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00016328382789418419
BGM,lambda,0.54,True,416.5378516462272,8.500772486022978,5.675081193998089,0.9648127793503763,0.9648127793503763,3.518722064962365,28.375405969990467,10.211353768174959,0.0003886533444490159,0.4967382744502666,2.2018901e-05;0;3.7031932e-06;0.00018092111;0.00015828299;0.0011328092;0.00091114564;0.00068501838;0;0.00035767704;0.00082361029,3478.8122;0;2;2;3821.8333;9288.3806;13441.066;2;0;239.25923;180.10877,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00016328382789418419
APM,lambda,0.54,True,576.1069998757795,11.757285718416917,7.093609371727201,0.9319480696425062,0.9319480696425062,6.8051930357493795,28.384823878215965,5.926325044199188,0.0004321692419874524,0.4911593739518654,2.5630705e-05;0;6.9294883e-05;0;0;0.0017780768;0.0013585693;0.00071356082;0;0;0.0008087292,3700.1867;0;9;0;72.614833;13996.033;16494.533;2;0;7.5525;174.04,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,0.00016328382789418419
Proposed,lambda,0.55,True,633.8078129790922,54.187621458606934,49.289007447353306,0.887748817388792,0.887748817388792,11.225118261120803,29.28927339006973,10.444433368209273,0.0007851933523557072,0.5182880446106226,0.0011271793;0;0.00038896387;0;0;0.0051185552;0;0.0017442598;0;0.00025816878;0,20431.103;0;5;0;0;24723.67;0;2;0;101.73343;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,lambda,0.55,True,533.608906956832,10.88997769861535,5.738278908578135,0.9426416853407973,0.9426416853407973,5.735831465920271,28.69139454289071,6.7337177337363725,0.0004210051450653627,0.5022559295093928,1.9691051e-05;0;5.4412432e-05;0.00018427151;7.2175445e-05;0.0015212435;0.0010522086;0.00069770391;0;0.00040248534;0.00062686484,3237.6633;0;8;2;2541.5192;12246.529;14432.717;2;0;264.3375;152.285,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00016328382789418416
BGM,lambda,0.55,True,416.04348901777223,8.490683452789202,5.780175290183234,0.9648127793503763,0.9648127793503763,3.518722064962365,28.90087645091622,10.351848703361105,0.00039585062860547903,0.4967382744502666,2.2426659e-05;0;3.7717709e-06;0.00018427151;0.00016121415;0.0011537872;0.00092801871;0.00069770391;0;0.00036430069;0.00083886234,3478.8122;0;2;2;3821.8333;9288.3806;13441.066;2;0;239.25923;180.10877,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00016328382789418416
APM,lambda,0.55,True,575.5919055856322,11.746773590046558,7.224972508240665,0.9319480696425062,0.9319480696425062,6.8051930357493795,28.910468764849593,6.002016400409277,0.0004401723760983312,0.4911593739518654,2.6105348e-05;0;7.0578122e-05;0;0;0.0018110041;0.001383728;0.00072677491;0;0;0.00082370566,3700.1867;0;9;0;72.614833;13996.033;16494.533;2;0;7.5525;174.04,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,0.00016328382789418416
Proposed,lambda,0.56,True,631.6761766203914,55.17630100512707,50.18517121912336,0.887748817388792,0.887748817388792,11.225118261120803,29.821805633525546,10.63433215672217,0.0007994695951258113,0.5182880446106226,0.0011476734;0;0.00039603594;0;0;0.0052116198;0;0.0017759736;0;0.00026286276;0,20431.103;0;5;0;0;24723.67;0;2;0;101.73343;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,lambda,0.56,True,533.1181276116329,10.879961793611283,5.842611252370478,0.9426416853407973,0.9426416853407973,5.735831465920271,29.213056261852362,6.819281500404749,0.0004286597840665511,0.5022559295093928,2.0049071e-05;0;5.5401749e-05;0.0001876219;7.3487725e-05;0.0015489024;0.0010713397;0.00071038944;0;0.00040980325;0.00063826238,3237.6633;0;8;2;2541.5192;12246.529;14432.717;2;0;264.3375;152.285,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00016328382789418416
BGM,lambda,0.56,True,415.5491263893173,8.480594419555427,5.8852693863683925,0.9648127793503763,0.9648127793503763,3.518722064962365,29.42634693184197,10.49234363854725,0.0004030479127619425,0.4967382744502666,2.2834416e-05;0;3.8403485e-06;0.0001876219;0.00016414532;0.0011747651;0.00094489178;0.00071038944;0;0.00037092434;0.00085411438,3478.8122;0;2;2;3821.8333;9288.3806;13441.066;2;0;239.25923;180.10877,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00016328382789418416
APM,lambda,0.56,True,575.0768112954848,11.73626146167621,7.356335644754132,0.9319480696425062,0.9319480696425062,6.8051930357493795,29.436113651483225,6.0777077566193665,0.00044817551020920993,0.4911593739518654,2.6579991e-05;0;7.186136e-05;0;0;0.0018439315;0.0014088867;0.000739989;0;0;0.00083868213,3700.1867;0;9;0;72.614833;13996.033;16494.533;2;0;7.5525;174.04,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,0.00016328382789418416
Proposed,lambda,0.5700000000000001,True,629.5445402616906,56.164980551647204,51.08133499089344,0.887748817388792,0.887748817388792,11.225118261120803,30.354337876981365,10.824230945235067,0.0008137458378959149,0.5182880446106226,0.0011681676;0;0.00040310801;0;0;0.0053046845;0;0.0018076874;0;0.00026755673;0,20431.103;0;5;0;0;24723.67;0;2;0;101.73343;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,lambda,0.5700000000000001,True,532.6273482664337,10.869945888607216,5.946943596162793,0.9426416853407973,0.9426416853407973,5.735831465920271,29.734717980814008,6.90484526707312,0.00043631442306773946,0.5022559295093928,2.040709e-05;0;5.6391066e-05;0.00019097229;7.4800006e-05;0.0015765614;0.0010904707;0.00072307496;0;0.00041712117;0.00064965992,3237.6633;0;8;2;2541.5192;12246.529;14432.717;2;0;264.3375;152.285,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00016328382789418419
BGM,lambda,0.5700000000000001,True,415.05476376086233,8.470505386321658,5.9903634825535335,0.9648127793503763,0.9648127793503763,3.518722064962365,29.951817412767717,10.632838573733395,0.00041024519691840557,0.4967382744502666,2.3242173e-05;0;3.9089262e-06;0.00019097229;0.00016707648;0.0011957431;0.00096176485;0.00072307496;0;0.00037754798;0.00086936642,3478.8122;0;2;2;3821.8333;9288.3806;13441.066;2;0;239.25923;180.10877,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00016328382789418419
