decay_type,experiment_name,varied_parameter,varied_value,mechanism,USC,UTSP,UDP,delivery_time,pS,pT,avg_pT,psr,avg_psr,quality_q,risk_cost
linear,effectiveness,pS,6.476510067114094,sensitivity_pS,648.5287947543189,25.497460443880385,28.480132465131252,0.9028710452684034,6.476510067114094,,,0.5085567177736608,0.5085567177736608,9.712895473159655,18.042931620950032
linear,effectiveness,pS,6.6107382550335565,sensitivity_pS,652.6765633542831,27.16217898996107,29.779302962221475,0.9002824728510994,6.6107382550335565,,,0.5101372245483221,0.5101372245483221,9.971752714890059,18.431590227900234
linear,effectiveness,pS,6.74496644295302,sensitivity_pS,653.932095047731,28.678695594823957,30.25992479185002,0.8990134474365219,6.74496644295302,,,0.5109702267281646,0.5109702267281646,10.098655256347811,18.79837724339142
linear,effectiveness,pS,6.879194630872483,sensitivity_pS,657.5704501035049,30.38954513988009,31.573684719167424,0.8964975494596639,6.879194630872483,,,0.5125341679558013,0.5125341679558013,10.350245054033614,19.2038796108856
linear,effectiveness,pS,7.0134228187919465,sensitivity_pS,658.5358841302782,31.956764339875683,32.05375930430091,0.8952759958027781,7.0134228187919465,,,0.5133510868049384,0.5133510868049384,10.472400419722195,19.57230835986198
linear,effectiveness,pS,7.14765100671141,sensitivity_pS,659.3925225434947,33.54033365404803,32.533571846325415,0.8940768607049348,7.14765100671141,,,0.5141603056641909,0.5141603056641909,10.592313929506524,19.94152323816528
linear,effectiveness,pS,7.281879194630872,sensitivity_pS,662.4178325764528,35.32786247461015,33.861698307152196,0.8916507634133899,7.281879194630872,,,0.5157011365549181,0.5157011365549181,10.834923658661012,20.364538056356906
linear,effectiveness,pS,7.416107382550336,sensitivity_pS,663.02350249031,36.96000715298198,34.34100816941948,0.8904940666598933,7.416107382550336,,,0.5164955868903385,0.5164955868903385,10.950593334010673,20.73526097393184
linear,effectiveness,pS,7.550335570469798,sensitivity_pS,663.5352047458664,38.60763874919874,34.820076759834365,0.889357474057912,7.550335570469798,,,0.5172829498823548,0.5172829498823548,11.064252594208801,21.106707707064007
linear,effectiveness,pS,7.684563758389261,sensitivity_pS,666.0217500875577,40.4677430242652,36.162632129299325,0.8870134423527027,7.684563758389261,,,0.5188025101998671,0.5188025101998671,11.298655764729727,21.54704785056664
linear,effectiveness,pS,7.818791946308725,sensitivity_pS,666.3138001401292,42.162022322572255,36.64123686755507,0.8859150173821044,7.818791946308725,,,0.5195762495837724,0.5195762495837724,11.408498261789557,21.91988614017619
linear,effectiveness,pS,7.953020134228188,sensitivity_pS,666.5238177571966,43.87101245402374,37.11961849898854,0.8848347240324128,7.953020134228188,,,0.5203434371233532,0.5203434371233532,11.516527596758719,22.293393750252598
linear,effectiveness,pS,8.087248322147651,sensitivity_pS,668.53211494212,45.79992261675279,38.47665732037454,0.8825660907624933,8.087248322147651,,,0.5218433347963233,0.5218433347963233,11.743390923750674,22.750895589217706
linear,effectiveness,pS,8.221476510067113,sensitivity_pS,668.5479243837565,47.553803803283415,38.95460917349605,0.8815203100681619,8.221476510067113,,,0.5225979029764121,0.5225979029764121,11.84796899318381,23.12569253422993
